compound,aurl,log(kappa),spacegroup_relax,agl_debye,agl_gruneisen,agl_heat_capacity_Cp_300K,agl_heat_capacity_Cv_300K,agl_thermal_expansion_300K,agl_vibrational_entropy_300K_atom,agl_vibrational_free_energy_300K_atom,agl_bulk_modulus_static_300K,agl_bulk_modulus_isothermal_300K
La4Si4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/La1Si1_ICSD_408030,0.798597477,63,326.044,1.8715,23.2133,22.6734,4.19E-05,0.333814,-18.1849,68.4273,66.8357
Hf3Re3Si3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Hf1Re1Si1_ICSD_638814,1.136013074,189,409.959,1.97528,24.983,24.6592,2.21E-05,0.2768,1.5342,214.045,211.271
B24Re4Y8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/B6Re1Y2_ICSD_16187,1.084969288,55,738.138,1.82024,82.4181,81.2911,2.54E-05,0.147474,55.2292,205.005,202.202
Ca4Si12,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ca1Si3_ICSD_263004,0.69048138,139,535.135,2.02815,42.6869,41.261,5.65E-05,0.21652,24.2946,69.9999,67.6615
Er2In2Zn2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Er1In1Zn1_ICSD_630703,0.577163082,194,256.102,2.10209,18.0943,17.3899,6.31E-05,0.396239,-38.6443,62.0135,59.5991
Cl4O2Pd4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Cl2O1Pd2_ICSD_61333,0.008502232,141,253.135,2.36726,30.4213,29.015,6.70E-05,0.400322,-39.9543,69.7168,66.494
N2Sn6Zr10,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N1Sn3Zr5_ICSD_656291,0.662800315,193,370.023,2.018,51.1378,50.1698,3.17E-05,0.302159,-7.39625,121.911,119.604
Ru1Si3Th1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ru1Si3Th1_ICSD_650644,0.927197843,107,363.065,2.07161,14.2533,13.9744,3.19E-05,0.306809,-9.00363,139.293,136.567
C2Ga2Nb4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/C1Ga1Nb2_ICSD_167969,1.218921315,194,539.033,1.98613,20.8585,20.5594,2.43E-05,0.213935,25.3363,197.774,194.938
Al4O10Si2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Al2O5Si1_ICSD_85746,1.108470307,63,886.232,1.9362,32.6124,32.1265,2.61E-05,0.113224,74.5216,216.093,212.874
Co4Ge4Ta4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Co1Ge1Ta1_ICSD_623611,1.21489416,62,326.014,1.08316,34.1835,33.9683,1.93E-05,0.331166,-17.2954,144.884,143.972
Ca2Ir4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ca1Ir2_ICSD_108146,0.729176133,227,290.063,2.25135,17.5899,17.2057,3.27E-05,0.362516,-27.7033,155.654,152.254
As4Ca4Cd2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/As2Ca2Cd1_ICSD_422579,0.44521955,36,291.064,1.98275,29.8734,28.6977,6.78E-05,0.364609,-28.3891,46.1727,44.3555
Hf4S2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Hf2S1_ICSD_43203,0.978754174,194,319.974,1.92758,17.3299,17.0331,2.99E-05,0.337454,-19.4044,131.267,129.019
As1Li1Zn1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/As1Li1Zn1_ICSD_74504,0.87323513,216,366.834,2.03316,8.88941,8.39263,9.53E-05,0.308464,-9.57383,49.0624,46.3206
Ge4Ni4Zr4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ge1Ni1Zr1_ICSD_637451,0.77967584,62,417.911,2.08393,33.5076,32.7864,3.50E-05,0.273121,2.85571,144.17,141.067
Hg1S1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Hg1S1_ICSD_169619,0.061885803,225,149.055,2.40281,6.27839,5.93245,7.86E-05,0.537961,-82.9553,61.307,57.929
Dy1Tl1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Dy1Tl1_ICSD_103375,0.270443578,221,131.932,2.0814,6.17263,5.94514,6.06E-05,0.564817,-91.1776,52.9633,51.0113
Pa6Sb8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Pa3Sb4_ICSD_601258,0.27845635,220,219.971,2.21238,42.0425,40.9283,4.09E-05,0.432655,-50.2379,80.7704,78.6299
Si2Sn6Zr10,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Si1Sn3Zr5_ICSD_656294,0.706049188,193,373.043,1.98435,51.1068,50.1189,3.29E-05,0.300486,-6.81563,108.211,106.12
P4V4Zr4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/P1V1Zr1_ICSD_39562,1.046003232,62,546.083,2.02105,31.2087,30.7025,2.71E-05,0.210703,26.648,169.748,166.995
Mo3Si6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Mo1Si2_ICSD_182116,1.263342495,180,658.985,2.09899,21.8383,21.486,2.60E-05,0.170535,44.0317,196.2,193.035
Ho1Se1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ho1Se1_ICSD_43547,0.616670824,225,204.988,2.14469,6.05392,5.86687,4.87E-05,0.450602,-55.8862,78.3826,75.9608
N8Pt4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/N2Pt1_ICSD_169857,1.070414708,205,599.979,2.33769,30.3638,29.7568,2.90E-05,0.190478,35.1256,292.702,286.851
Ho1Mn6Sn6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ho1Mn6Sn6_ICSD_240184,-0.509676248,191,209,3.60397,40.0297,38.129,4.40E-05,0.449769,-55.6247,159.46,151.889
Hf4Nb4P4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Hf1Nb1P1_ICSD_75009,0.929819824,62,406.984,1.99383,33.4285,32.9238,2.55E-05,0.278625,0.881572,176.104,173.445
Er4Ge4Ru4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Er1Ge1Ru1_ICSD_85916,0.471520536,62,279.974,2.0698,35.2678,34.516,3.48E-05,0.371217,-30.5484,130.384,127.605
Ge4La12,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ge1La3_ICSD_603211,0.04483755,62,175.987,1.77703,48.5873,47.2138,5.35E-05,0.489657,-68.0617,42.0211,40.8332
Al12Dy4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al3Dy1_ICSD_150548,0.648394168,194,404.002,1.9713,45.4374,44.0202,5.38E-05,0.282429,-0.474007,73.7511,71.4509
Ba1Nb7O9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ba1Nb7O9_ICSD_66344,1.019440332,123,600.967,2.03148,42.7573,42.1085,2.52E-05,0.189828,35.4066,208.417,205.255
Li2Pd1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Li2Pd1_ICSD_104773,0.337473238,191,272.078,2.09126,9.50127,8.6756,0.000146166,0.388378,-36.1136,43.9374,40.1192
B6Ni21Zr2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/B6Ni21Zr2_ICSD_409960,0.37165884,225,451.953,2.1432,79.9829,78.0169,3.90E-05,0.254832,9.53769,206.512,201.436
B1Bi1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/B1Bi1_ICSD_184569,1.072316085,216,306.084,2.15813,5.93931,5.71152,6.07E-05,0.351573,-24.0997,68.9286,66.285
Ga3Sc1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ga3Sc1_ICSD_103958,0.566783847,221,260.954,1.81807,11.973,11.574,6.23E-05,0.390321,-36.7402,65.8562,63.6618
K1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/K1_ICSD_426949,-0.488179449,229,82.0983,1.70962,3.70699,2.9918,0.000419935,0.721025,-138.54,2.83898,2.29125
Fe8Ta4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Fe2Ta1_ICSD_633792,0.400182119,194,282.95,2.04478,35.2917,34.4892,3.80E-05,0.368923,-29.8,144.107,140.829
P4Pt4Sc4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/P1Pt1Sc1_ICSD_417911,0.342108691,62,291.964,2.24415,35.2844,34.3931,3.82E-05,0.361055,-27.2238,136.165,132.726
Dy1In1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Dy1In1_ICSD_103201,0.555870404,221,174.04,1.97137,6.10391,5.90502,5.64E-05,0.494037,-69.419,55.059,53.2649
Ru4Sb12Sr1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Ru4Sb12Sr1_ICSD_42962,0.308308243,204,274.997,2.2627,50.4414,48.9892,4.31E-05,0.376903,-32.399,87.7758,85.2487
C1Rh1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1Rh1_ICSD_181773,1.025309962,225,405.975,2.22591,5.60726,5.49304,3.09E-05,0.280046,0.374359,269.935,264.436
Ce2N2Se1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ce2N2Se1_ICSD_421995,1.005682322,164,387.042,2.02409,14.1136,13.8396,3.24E-05,0.291186,-3.56754,127.275,124.805
Eu1S1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Eu1S1_ICSD_183957,0.466462782,221,186.066,1.93899,6.12794,5.89191,6.75E-05,0.477397,-64.2547,50.4333,48.4907
Au2Nb3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Au2Nb3_ICSD_54403,0.73687675,139,276.036,2.1594,14.6743,14.3958,2.96E-05,0.374175,-31.512,162.597,159.511
Al8Fe4La1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Al8Fe4La1_ICSD_607554,0.39213394,139,444.641,2.6699,37.8312,35.1706,8.79E-05,0.261141,7.21027,76.4548,71.0777
O8Si2Zn4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/O4Si1Zn2_ICSD_167188,0.708702972,122,537.145,1.94737,36.8695,36.0334,3.95E-05,0.215059,24.8825,158.261,154.672
Cr2Te2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cr1Te1_ICSD_93159,-0.399112012,63,128.018,2.32347,12.5645,11.8991,7.84E-05,0.575645,-94.4837,51.9304,49.1803
B1H4Na1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/B1H4Na1_ICSD_165835,0.873071698,216,734.611,1.53076,14.3087,13.5892,0.000115167,0.148571,54.67,43.4523,41.2671
Pb4Y2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Pb2Y1_ICSD_105640,0.307665016,63,179.009,2.10676,18.4076,17.6993,6.23E-05,0.487111,-67.2721,49.0276,47.1412
Au8Nb12,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Au2Nb3_ICSD_612191,0.256962959,213,264.982,2.21794,58.9195,57.7788,2.94E-05,0.384962,-35.0103,168.986,165.715
Ho4O14Ru4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ho2O7Ru2_ICSD_96730,0.639808107,227,486.072,2.12943,59.465,58.19,3.41E-05,0.237782,15.9614,189.487,185.424
Mg2Se8Y4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mg1Se4Y2_ICSD_76052,0.167689428,227,237.993,1.91096,41.9571,40.7538,5.08E-05,0.413297,-44.0994,54.2081,52.6534
O2Sr1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/O2Sr1_ICSD_24249,0.996440305,139,448.116,2.07256,8.42335,8.09467,6.48E-05,0.258108,8.32604,84.307,81.0173
Cd1Sr1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cd1Sr1_ICSD_102066,0.456683286,221,177.099,2.0066,6.38384,5.90692,0.000126688,0.49665,-70.2278,20.9346,19.3706
Cd2Dy4Te8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd1Dy2Te4_ICSD_619806,-0.165498549,227,150.037,1.96782,42.8888,41.4998,5.58E-05,0.530721,-80.7321,41.1991,39.8649
Al1Dy3N1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1Dy3N1_ICSD_607314,1.019157848,221,333.916,1.91861,14.4577,14.1294,4.00E-05,0.327605,-16.0954,87.5789,85.5905
Hg33Rb3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Hg11Rb1_ICSD_410567,-1.93902279,221,59.1191,3.06809,112.807,107.958,5.30E-05,0.976996,-215.514,60.6029,57.998
Cd2Tb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Cd2Tb1_ICSD_102069,0.534335843,191,204.944,2.1331,9.21194,8.80599,7.04E-05,0.454316,-57.0504,51.2906,49.0303
C2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/C1_ICSD_182729,2.622971046,227,2093.81,1.76693,1.11895,1.11566,5.64E-06,0.017784,204.515,408.255,407.054
Hf3Os3Si3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Hf1Os1Si1_ICSD_638753,1.01802607,189,380.946,2.02857,25.3166,24.9696,2.27E-05,0.29476,-4.82036,219.052,216.05
Al1Tb3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Al1Tb3_ICSD_58173,0.788838393,221,215.958,1.61311,11.9957,11.7028,5.09E-05,0.436497,-51.4503,48.2373,47.0595
Ba2Cd4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/Ba1Cd2_ICSD_260668,-0.419291656,74,120.924,2.32646,19.6356,17.8723,0.00013535,0.597556,-101.159,23.4781,21.3697
Bi1Co1O3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Bi1Co1O3_ICSD_157833,0.661642341,99,333.099,2.05474,14.5349,14.1364,4.53E-05,0.328623,-16.439,130.719,127.135
Al2Li10O8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Al1Li5O4_ICSD_1037,0.73215966,59,793.099,1.86514,44.8169,43.2953,6.29E-05,0.133385,62.6982,91.8434,88.7251
Mn4O14Y4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Mn2O7Y2_ICSD_202516,0.674479014,227,626.856,2.32621,55.2608,53.6732,4.22E-05,0.181408,39.1002,162.857,158.179
Al6C6Sc2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al3C3Sc1_ICSD_43477,1.308058331,186,908.122,1.85914,27.9855,27.5762,2.67E-05,0.108855,77.3057,158.582,156.263
Au2O4Rb2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Au1O2Rb1_ICSD_15116,0.224750544,63,257.057,2.36253,24.4057,23.1892,7.25E-05,0.396673,-38.7837,59.6218,56.65
O3Pb1Ti1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/O3Pb1Ti1_ICSD_153406,1.090247469,221,473.931,2.05993,13.6093,13.3051,3.68E-05,0.24355,13.765,162.783,159.145
Ti3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ti1_ICSD_52521,1.474038429,191,510.067,1.68842,7.95719,7.8347,3.07E-05,0.226571,20.3062,107.573,105.917
Dy2Pt4Si4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Dy1Pt2Si2_ICSD_604564,0.413547861,129,264.985,2.20268,29.556,28.8943,3.42E-05,0.385521,-35.1912,153.218,149.787
Cd3In1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cd3In1_ICSD_109285,-0.893523521,221,99.844,3.10098,15.109,11.9515,0.00025692,0.670387,-123.247,27.143,21.4706
Be44Re2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be22Re1_ICSD_150540,1.061512794,227,1032.35,1.63246,82.3529,80.922,3.63E-05,0.087676,92.3378,130.028,127.769
B4In5Ir9,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/B4In5Ir9_ICSD_249113,0.551199841,189,335.988,2.24251,51.864,50.8292,3.00E-05,0.326128,-15.5966,190.064,186.272
In2Y4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/In1Y2_ICSD_108567,0.546318055,194,232.008,1.81976,17.9837,17.4921,5.09E-05,0.419749,-46.1514,51.4854,50.0782
Ge12Pr1Pt4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCC/Ge12Pr1Pt4_ICSD_174554,-0.373560054,204,181.037,2.42571,52.0917,50.1348,5.27E-05,0.485129,-66.657,101.031,97.2353
Co3Sn3Th3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Co1Sn1Th1_ICSD_61484,0.543469547,189,259.041,2.10824,26.6619,26.0431,3.73E-05,0.390535,-36.8093,102.91,100.521
Al2Sc4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al1Sc2_ICSD_183217,0.99287106,194,451.131,1.79445,16.5551,16.1532,4.59E-05,0.255625,9.24354,65.8402,64.2417
B2Mg16Pt8,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/B1Mg8Pt4_ICSD_245121,0.102492019,227,284.104,2.03223,77.1846,74.7233,5.34E-05,0.368799,-29.7595,87.2146,84.4334
Ag2Si2Tb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ag2Si2Tb1_ICSD_98339,0.662825803,139,316.033,2.31045,14.8244,14.2338,5.91E-05,0.343855,-21.5397,84.2122,80.8568
C1In1Sc3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/C1In1Sc3_ICSD_50163,1.247438043,221,501.904,1.88668,13.4023,13.1147,3.86E-05,0.230266,18.8628,90.7312,88.7841
Ga1Ir1Li2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Ga1Ir1Li2_ICSD_107085,0.571961418,216,294.151,2.10826,12.0073,11.4687,7.28E-05,0.362098,-27.5661,90.3141,86.263
Si1U3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Si1U3_ICSD_27036,0.232144465,221,153.963,2.08898,12.0929,11.8477,3.28E-05,0.522509,-78.2073,127.235,124.654
Al40La2Ti4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al20La1Ti2_ICSD_236256,0.319530773,227,506.792,2.07673,124.734,120.477,5.63E-05,0.228997,19.357,76.9665,74.3397
Ho4In2Pd4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Ho2In1Pd2_ICSD_54486,0.255675247,127,215.986,2.11133,30.1875,29.2687,4.88E-05,0.438522,-52.0887,82.2541,79.7507
Pt4Si4Y4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Pt1Si1Y1_ICSD_649647,0.621613473,62,329.071,2.12227,34.7277,33.969,3.48E-05,0.33121,-17.31,129.618,126.787
Dy1Pt1Sb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Dy1Pt1Sb1_ICSD_53374,0.760298058,216,235.049,2.22877,8.97471,8.73879,4.00E-05,0.416132,-45.0019,96.1155,93.5889
P8Ti4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/P2Ti1_ICSD_24351,1.034548247,62,608.046,1.91257,30.1874,29.597,3.47E-05,0.187383,36.469,126.799,124.32
Hf4O12Sr4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Hf1O3Sr1_ICSD_84280,0.764690851,62,489.038,2.04194,53.9209,52.8191,3.39E-05,0.236369,16.5035,159.876,156.609
As4Ho4Ni2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/As2Ho2Ni1_ICSD_68142,0.577464225,194,288.919,2.02581,29.4371,28.6883,4.26E-05,0.363693,-28.089,93.992,91.6013
Al4Th2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Al2Th1_ICSD_58182,0.782164352,227,295.045,1.88857,17.5721,17.1785,3.99E-05,0.358223,-26.293,83.3645,81.4972
Ag4Ba2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/Ag2Ba1_ICSD_240052,0.018800325,74,167.937,2.24184,19.2429,17.7495,0.000121875,0.510624,-74.5454,26.6569,24.5881
Be2Mo6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Be1Mo3_ICSD_58715,1.101960046,223,469.046,1.94056,21.6131,21.3285,2.28E-05,0.245424,13.0568,217.616,214.751
Si2Zr4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Si1Zr2_ICSD_24717,1.262332414,140,464.051,1.79874,16.2782,16.0377,2.76E-05,0.248026,12.0772,124.134,122.3
Ba2Si2Zn2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ba1Si1Zn1_ICSD_106316,0.59143972,194,272.93,1.93541,18.0667,17.308,7.39E-05,0.380138,-33.4488,39.5888,37.9264
Cu2Ge1Li1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cu2Ge1Li1_ICSD_15129,0.338263209,225,293.01,2.35037,12.3513,11.4865,0.000103798,0.366442,-28.989,73.632,68.4767
N8W4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/N2W1_ICSD_290435,0.761484301,205,428.044,2.01805,33.0951,32.6243,2.37E-05,0.266928,5.09638,303.867,299.544
Os4Si4Zr4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Os1Si1Zr1_ICSD_647807,0.922821438,62,405.993,2.01204,33.3903,32.9367,2.27E-05,0.279155,0.692404,206.881,204.07
N2P2V6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/N1P1V3_ICSD_644620,1.128670618,63,656.077,2.02225,24.2969,23.9181,2.61E-05,0.171427,43.6198,225.251,221.739
Ho1Ir1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Ho1Ir1_ICSD_104415,0.895092556,221,221.952,2.06441,5.96002,5.84243,3.22E-05,0.42896,-49.0703,134.133,131.487
Ba6O10Si2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/BCT/Ba3O5Si1_ICSD_1449,0.485222979,140,393.093,2.08864,51.2997,49.7441,4.95E-05,0.288829,-2.73847,94.7961,91.9215
Cs1I1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Cs1I1_ICSD_44291,-0.300941409,221,98.9233,2.40993,7.49937,5.97616,0.000319121,0.672614,-123.921,7.86274,6.26573
N1Nb1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/N1Nb1_ICSD_167803,1.559409834,225,586.922,2.05442,5.06435,4.9965,2.20E-05,0.194925,33.2189,296.027,292.061
Be2Zn26,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Be1Zn13_ICSD_174029,-0.274465682,226,265.183,2.40176,89.0033,81.1192,0.000128958,0.394746,-38.1644,51.9827,47.378
Ge4Ir4Nb4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORC/Ge1Ir1Nb1_ICSD_411883,0.765916546,62,365.946,2.18835,34.0261,33.4866,2.44E-05,0.304162,-8.08951,221.088,217.582
Rh3Sn3Y3,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Rh1Sn1Y1_ICSD_650406,0.415530891,189,263.015,2.15714,26.7143,26.022,4.06E-05,0.387749,-35.9106,101.039,98.4207
Al6Hf6Pt6,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Al1Hf1Pt1_ICSD_156267,0.503714437,190,296.936,2.04532,52.4284,51.493,2.94E-05,0.356035,-25.5725,159.878,157.025
As2Fe2Li2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/As1Fe1Li1_ICSD_162250,0.913442425,129,483.107,2.16737,16.5455,15.9184,6.00E-05,0.240649,14.8667,92.9094,89.3877
In1Ir1Li2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/In1Ir1Li2_ICSD_107089,0.314831716,216,231.123,2.1774,12.2655,11.6719,7.62E-05,0.423798,-47.4358,78.2031,74.4187
Sb4Th2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Sb2Th1_ICSD_651663,0.387380927,129,191.032,2.08237,18.0962,17.6529,3.96E-05,0.468653,-61.5315,70.6889,68.9573
Be8Cs4F20,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/CUB/Be2Cs1F5_ICSD_2801,-0.491940516,213,242.146,1.87383,98.1263,93.1323,9.40E-05,0.412436,-43.8254,50.4014,47.8363
O2Pt2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O1Pt1_ICSD_164290,0.517165536,131,268.068,2.3898,11.8866,11.5485,4.04E-05,0.382891,-34.3404,182.58,177.387
Ba6Sn10,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Ba3Sn5_ICSD_411980,-0.048811158,63,183.926,2.14194,49.6225,47.1716,7.90E-05,0.482929,-65.9741,31.7909,30.2207
Au2Gd2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCC/Au1Gd1_ICSD_611906,0.083993253,63,140.943,2.1802,12.284,11.8742,5.19E-05,0.547163,-85.7767,70.8779,68.5134
O4Ta2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/O2Ta1_ICSD_603572,1.151357591,136,491.903,2.05036,16.057,15.8104,2.53E-05,0.234338,17.2852,244.013,240.265
Co1O1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Co1O1_ICSD_29082,0.851640482,216,374.876,2.03108,5.74917,5.56829,5.28E-05,0.300345,-6.76692,121.364,117.545
Dy4O14V4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Dy2O7V2_ICSD_160863,0.482197329,227,547.997,2.72363,58.1807,56.3108,4.04E-05,0.210995,26.5292,207.71,201.035
Cs2S2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/ORCI/Cs2S2_ICSD_200474,-0.189321316,71,137.002,2.14914,12.9988,11.8917,0.000140357,0.566513,-91.6958,15.3664,14.0576
Be2Li2P2,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/TET/Be1Li1P1_ICSD_616316,1.10832481,129,690.204,1.73206,14.4718,14.0295,6.06E-05,0.161209,48.4274,71.1426,68.9679
N3Ta2Zr1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/N3Ta2Zr1_ICSD_186422,1.062299883,191,430.079,2.00516,16.5262,16.2948,2.35E-05,0.265642,5.56459,264.196,260.497
Cd4O14Ta4,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cd2O7Ta2_ICSD_27123,0.749998977,227,499.029,2.06734,58.8812,57.7796,3.06E-05,0.231397,18.4231,186.161,182.678
Cl1Li1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/FCC/Cl1Li1_ICSD_26909,0.582304318,225,363.038,2.09853,6.31779,5.62406,0.000188975,0.317881,-12.7984,27.6894,24.649
Ga2La1,aflowlib.duke.edu:AFLOWDATA/ICSD_WEB/HEX/Ga2La1_ICSD_103766,0.963495524,191,317.868,2.13329,8.85591,8.53143,5.80E-05,0.34143,-20.7322,61.7224,59.4609
